ACD	ADNP	0.302344
ACD	ALKBH2	0.175144
ACD	ALKBH3	0.165710
ACD	APEX1	0.183431
ACD	APEX2	0.171779
ACD	APLF	0.150792
ACD	APTX	0.252425
ACD	ATAD5	0.141060
ACD	ATM	0.380375
ACD	ATR	0.178238
ACD	ATRIP	0.160408
ACD	ATRX	0.171779
ACD	BARD1	0.273452
ACD	BCCIP	0.141404
ACD	BLM	0.244224
ACD	BRAT1	0.156762
ACD	BRCA1	0.259632
ACD	BRCA2	0.265134
ACD	BRCC3	0.171779
ACD	BRE	0.167950
ACD	BRIP1	0.226785
ACD	CBX3	0.163348
ACD	CCNA2	0.285787
ACD	CCNH	0.245385
ACD	CDC7	0.218416
ACD	CDC45	0.205551
ACD	CDK2	0.237371
ACD	CDK7	0.181712
ACD	CENPK	0.148128
ACD	CEP152	0.215152
ACD	CETN2	0.171779
ACD	CETN3	0.194765
ACD	CHAF1A	0.165180
ACD	CHEK1	0.252179
ACD	CHEK2	0.274710
ACD	CHTF18	0.271438
ACD	CKS2	0.173990
ACD	CLK2	0.293505
ACD	CLSPN	0.233603
ACD	DBF4B	0.138732
ACD	DCLRE1A	0.131114
ACD	DCLRE1B	0.576905
ACD	DCLRE1C	0.154107
ACD	DDB1	0.217122
ACD	DDB2	0.240418
ACD	DHX9	0.134556
ACD	DMC1	0.144500
ACD	DNA2	0.171779
ACD	DRG1	0.300090
ACD	DSCC1	0.174820
ACD	DTL	0.142867
ACD	DUT	0.214064
ACD	EME1	0.209804
ACD	EME2	0.182296
ACD	ENDOV	0.180115
ACD	ERCC1	0.197893
ACD	ERCC2	0.161963
ACD	ERCC3	0.193807
ACD	ERCC4	0.325090
ACD	ERCC5	0.215760
ACD	ERCC6	0.165931
ACD	ERCC8	0.182816
ACD	EXO1	0.263532
ACD	FAAP20	0.258151
ACD	FAAP24	0.192194
ACD	FAAP100	0.215912
ACD	FAM175A	0.213867
ACD	FAN1	0.174579
ACD	FANCA	0.206285
ACD	FANCB	0.171779
ACD	FANCC	0.188175
ACD	FANCD2	0.209973
ACD	FANCE	0.184849
ACD	FANCF	0.293956
ACD	FANCG	0.183871
ACD	FANCI	0.198844
ACD	FANCL	0.254284
ACD	FANCM	0.220038
ACD	FEN1	0.190703
ACD	GADD45A	0.186370
ACD	GADD45G	0.218900
ACD	GEN1	0.159203
ACD	GGCT	0.197423
ACD	GINS1	0.174386
ACD	GINS2	0.152652
ACD	GINS3	0.169608
ACD	GINS4	0.205885
ACD	GMPS	0.180999
ACD	GTF2H1	0.179340
ACD	GTF2H2	0.178946
ACD	GTF2H3	0.157540
ACD	GTF2H4	0.157625
ACD	GTF2H5	0.187618
ACD	H2AFX	0.194191
ACD	HELQ	0.202133
ACD	HLTF	0.184987
ACD	HMGB1	0.177058
ACD	HMGB2	0.160628
ACD	HNRNPR	0.264818
ACD	HNRNPUL1	0.164820
ACD	HUS1	0.290647
ACD	HUS1B	0.185915
ACD	KIN	0.175278
ACD	LIG1	0.219452
ACD	LIG3	0.208764
ACD	LIG4	0.202224
ACD	MAD2L2	0.261044
ACD	MBD4	0.260561
ACD	MCM2	0.147702
ACD	MCM3	0.167682
ACD	MCM4	0.169900
ACD	MCM5	0.185422
ACD	MCM6	0.294124
ACD	MCM7	0.153360
ACD	MCM8	0.180308
ACD	MCM10	0.226853
ACD	MCMBP	0.265777
ACD	MDC1	0.242984
ACD	MGMT	0.163930
ACD	MLH1	0.274524
ACD	MLH3	0.210047
ACD	MMS19	0.160261
ACD	MMS22L	0.211412
ACD	MNAT1	0.178434
ACD	MPG	0.220788
ACD	MPLKIP	0.186524
ACD	MRE11	0.173506
ACD	MSH2	0.201710
ACD	MSH3	0.195512
ACD	MSH4	0.153463
ACD	MSH5	0.170104
ACD	MSH6	0.213716
ACD	MTBP	0.163312
ACD	MUS81	0.343819
ACD	MUTYH	0.187709
ACD	NABP2	0.150011
ACD	NARFL	0.230946
ACD	NBN	0.148500
ACD	NCAPD2	0.229458
ACD	NCAPD3	0.228229
ACD	NCAPG	0.347683
ACD	NCAPG2	0.350440
ACD	NCAPH	0.190472
ACD	NCAPH2	0.197061
ACD	NEIL1	0.208897
ACD	NEIL2	0.173473
ACD	NEIL3	0.163326
ACD	NHEJ1	0.234395
ACD	NTHL1	0.184800
ACD	NUDT1	0.187980
ACD	NUP188	0.155177
ACD	OGG1	0.197434
ACD	ORC1	0.163539
ACD	ORC2	0.155146
ACD	ORC5	0.170507
ACD	ORC6	0.251032
ACD	PALB2	0.220658
ACD	PARP1	0.225940
ACD	PARP2	0.159318
ACD	PARP3	0.232015
ACD	PARP4	0.263003
ACD	PAXIP1	0.225002
ACD	PCNA	0.264513
ACD	PDS5A	0.245574
ACD	PDS5B	0.204894
ACD	PER1	0.267780
ACD	PMS1	0.160974
ACD	PMS2	0.202146
ACD	PNKP	0.240183
ACD	POLA1	0.171779
ACD	POLA2	0.170908
ACD	POLB	0.168975
ACD	POLD1	0.190921
ACD	POLD2	0.167115
ACD	POLD3	0.174430
ACD	POLD4	0.155242
ACD	POLE	0.220117
ACD	POLE2	0.320504
ACD	POLE3	0.376164
ACD	POLG	0.136395
ACD	POLH	0.203327
ACD	POLI	0.189733
ACD	POLK	0.191567
ACD	POLL	0.231058
ACD	POLM	0.269570
ACD	POLN	0.158176
ACD	POLQ	0.262058
ACD	POLR2D	0.162865
ACD	POLR2G	0.186578
ACD	POT1	0.271072
ACD	PPAT	0.182124
ACD	PRIM1	0.176691
ACD	PRIM2	0.171779
ACD	PRKDC	0.171779
ACD	PRPF19	0.195659
ACD	RAD1	0.248958
ACD	RAD9A	0.241633
ACD	RAD17	0.195427
ACD	RAD18	0.190726
ACD	RAD23A	0.180150
ACD	RAD23B	0.225679
ACD	RAD50	0.199755
ACD	RAD51	0.160168
ACD	RAD51AP1	0.149930
ACD	RAD51B	0.197609
ACD	RAD51C	0.186524
ACD	RAD51D	0.265335
ACD	RAD52	0.189944
ACD	RAD54B	0.138725
ACD	RAD54L	0.224876
ACD	RBBP8	0.263501
ACD	RDM1	0.283610
ACD	RECQL	0.149584
ACD	RECQL4	0.171779
ACD	RECQL5	0.151442
ACD	REV1	0.182713
ACD	REV3L	0.366681
ACD	RFC1	0.229234
ACD	RFC2	0.209228
ACD	RFC3	0.266228
ACD	RFC4	0.254093
ACD	RFC5	0.235551
ACD	RFWD3	0.203604
ACD	RIF1	0.170264
ACD	RMI1	0.167368
ACD	RMI2	0.196064
ACD	RNF4	0.232708
ACD	RNF8	0.159210
ACD	RNF168	0.253539
ACD	RPA1	0.172129
ACD	RPA2	0.233061
ACD	RPA3	0.180310
ACD	RPA4	0.171779
ACD	RRM2B	0.206782
ACD	RRP9	0.145011
ACD	SEM1	0.148465
ACD	SENP1	0.167609
ACD	SETMAR	0.128490
ACD	SHPRH	0.194255
ACD	SLF1	0.166032
ACD	SLX1A	0.490888
ACD	SLX1B	0.171779
ACD	SLX4	0.223085
ACD	SMARCA5	0.186569
ACD	SMARCAD1	0.173879
ACD	SMC1A	0.171779
ACD	SMC2	0.183695
ACD	SMC4	0.273581
ACD	SMC6	0.236403
ACD	SMUG1	0.168382
ACD	SPATA5	0.247226
ACD	SPATA5L1	0.244656
ACD	SPO11	0.165528
ACD	SPRTN	0.206099
ACD	SSRP1	0.161715
ACD	SUMO2	0.218725
ACD	SUPT16H	0.227927
ACD	TDG	0.195615
ACD	TDP1	0.199346
ACD	TDP2	0.200472
ACD	TELO2	0.213615
ACD	TERF2	0.760179
ACD	TICRR	0.160363
ACD	TIMELESS	0.204416
ACD	TIPIN	0.248571
ACD	TONSL	0.173740
ACD	TOP1	0.177748
ACD	TOP2A	0.199991
ACD	TOP2B	0.230196
ACD	TOP3A	0.172154
ACD	TOPBP1	0.211362
ACD	TP53	0.358705
ACD	TP53BP1	0.242798
ACD	TRA2B	0.191165
ACD	TREX1	0.149427
ACD	TREX2	0.171779
ACD	TTF1	0.165480
ACD	TUBGCP4	0.172828
ACD	UBE2A	0.171779
ACD	UBE2B	0.178098
ACD	UBE2I	0.200154
ACD	UBE2N	0.178072
ACD	UBE2T	0.202926
ACD	UBE2V2	0.278725
ACD	UBR7	0.182048
ACD	UIMC1	0.177224
ACD	UNG	0.178260
ACD	USP1	0.231876
ACD	USP7	0.314777
ACD	USP42	0.203439
ACD	UVSSA	0.191915
ACD	VRK1	0.143015
ACD	WDR4	0.197176
ACD	WDR48	0.279609
ACD	WRAP53	0.265069
ACD	WRN	0.217312
ACD	XAB2	0.172878
ACD	XPA	0.252728
ACD	XPC	0.209272
ACD	XRCC1	0.218414
ACD	XRCC2	0.183414
ACD	XRCC3	0.185844
ACD	XRCC4	0.276050
ACD	XRCC5	0.219181
ACD	XRCC6	0.240736
ADNP	ALKBH2	0.171791
ADNP	ALKBH3	0.161283
ADNP	APEX1	0.211515
ADNP	APEX2	0.171779
ADNP	APLF	0.188754
ADNP	APTX	0.166916
ADNP	ATAD5	0.153861
ADNP	ATM	0.171015
ADNP	ATR	0.169728
ADNP	ATRIP	0.156034
ADNP	ATRX	0.171779
ADNP	BARD1	0.238249
ADNP	BCCIP	0.159382
ADNP	BLM	0.153858
ADNP	BRAT1	0.180227
ADNP	BRCA1	0.214410
ADNP	BRCA2	0.209651
ADNP	BRCC3	0.171779
ADNP	BRE	0.195643
ADNP	BRIP1	0.233111
ADNP	CBX3	0.148071
ADNP	CCNA2	0.217321
ADNP	CCNH	0.173008
ADNP	CDC7	0.228213
ADNP	CDC45	0.166258
ADNP	CDK2	0.244299
ADNP	CDK7	0.162459
ADNP	CENPK	0.148422
ADNP	CEP152	0.186367
ADNP	CETN2	0.171779
ADNP	CETN3	0.191866
ADNP	CHAF1A	0.163891
ADNP	CHEK1	0.209234
ADNP	CHEK2	0.129659
ADNP	CHTF18	0.159727
ADNP	CKS2	0.204340
ADNP	CLK2	0.384019
ADNP	CLSPN	0.183069
ADNP	DBF4B	0.160805
ADNP	DCLRE1A	0.148700
ADNP	DCLRE1B	0.183630
ADNP	DCLRE1C	0.125606
ADNP	DDB1	0.230958
ADNP	DDB2	0.181003
ADNP	DHX9	0.158151
ADNP	DMC1	0.125844
ADNP	DNA2	0.171779
ADNP	DRG1	0.315085
ADNP	DSCC1	0.155937
ADNP	DTL	0.150298
ADNP	DUT	0.149331
ADNP	EME1	0.152449
ADNP	EME2	0.145837
ADNP	ENDOV	0.162573
ADNP	ERCC1	0.172474
ADNP	ERCC2	0.188145
ADNP	ERCC3	0.197128
ADNP	ERCC4	0.176792
ADNP	ERCC5	0.173698
ADNP	ERCC6	0.177560
ADNP	ERCC8	0.122430
ADNP	EXO1	0.205628
ADNP	FAAP20	0.196622
ADNP	FAAP24	0.161947
ADNP	FAAP100	0.165834
ADNP	FAM175A	0.192403
ADNP	FAN1	0.174615
ADNP	FANCA	0.178409
ADNP	FANCB	0.171779
ADNP	FANCC	0.203086
ADNP	FANCD2	0.157778
ADNP	FANCE	0.185231
ADNP	FANCF	0.220245
ADNP	FANCG	0.169783
ADNP	FANCI	0.185312
ADNP	FANCL	0.138326
ADNP	FANCM	0.174562
ADNP	FEN1	0.162202
ADNP	GADD45A	0.176627
ADNP	GADD45G	0.157994
ADNP	GEN1	0.151986
ADNP	GGCT	0.217558
ADNP	GINS1	0.166543
ADNP	GINS2	0.155379
ADNP	GINS3	0.204552
ADNP	GINS4	0.219667
ADNP	GMPS	0.216552
ADNP	GTF2H1	0.168951
ADNP	GTF2H2	0.166117
ADNP	GTF2H3	0.198095
ADNP	GTF2H4	0.142010
ADNP	GTF2H5	0.163616
ADNP	H2AFX	0.147526
ADNP	HELQ	0.163654
ADNP	HLTF	0.161467
ADNP	HMGB1	0.185969
ADNP	HMGB2	0.162848
ADNP	HNRNPR	0.345055
ADNP	HNRNPUL1	0.165799
ADNP	HUS1	0.156135
ADNP	HUS1B	0.145050
ADNP	KIN	0.230631
ADNP	LIG1	0.149778
ADNP	LIG3	0.160383
ADNP	LIG4	0.154406
ADNP	MAD2L2	0.150014
ADNP	MBD4	0.200953
ADNP	MCM2	0.158728
ADNP	MCM3	0.187404
ADNP	MCM4	0.160458
ADNP	MCM5	0.185160
ADNP	MCM6	0.275302
ADNP	MCM7	0.146198
ADNP	MCM8	0.183836
ADNP	MCM10	0.166960
ADNP	MCMBP	0.166871
ADNP	MDC1	0.163479
ADNP	MGMT	0.138986
ADNP	MLH1	0.195718
ADNP	MLH3	0.159278
ADNP	MMS19	0.153596
ADNP	MMS22L	0.145161
ADNP	MNAT1	0.170186
ADNP	MPG	0.198319
ADNP	MPLKIP	0.188966
ADNP	MRE11	0.179676
ADNP	MSH2	0.271305
ADNP	MSH3	0.177205
ADNP	MSH4	0.118389
ADNP	MSH5	0.151625
ADNP	MSH6	0.153330
ADNP	MTBP	0.144436
ADNP	MUS81	0.168714
ADNP	MUTYH	0.174506
ADNP	NABP2	0.155944
ADNP	NARFL	0.156786
ADNP	NBN	0.155919
ADNP	NCAPD2	0.171231
ADNP	NCAPD3	0.186931
ADNP	NCAPG	0.181284
ADNP	NCAPG2	0.197748
ADNP	NCAPH	0.159540
ADNP	NCAPH2	0.144300
ADNP	NEIL1	0.206771
ADNP	NEIL2	0.164041
ADNP	NEIL3	0.158178
ADNP	NHEJ1	0.153706
